2026-03-15,1,=,Bruno Mars - Risk It All,15,1,(x13),"193,456","+1,138","1,324,207","-2,965","2,424,573"
2026-03-15,2,+1,Aisha Retno - Jodoh Lebaran,8,2,(x1),"93,437","+10,466","415,766","+70,924","438,279"
2026-03-15,3,-1,Nadhif Basalamah - kota ini tak sama tanpamu,93,1,(x37),"89,630","+6,282","611,851","-5,568","7,381,462"
2026-03-15,4,=,Piche Kota - Bahagia Lagi,48,3,(x10),"81,975","+6,735","542,142","+4,820","2,519,765"
2026-03-15,5,=,Idgitaf - Sedia Aku Sebelum Hujan,103,1,(x16),"69,886","+2,464","504,563","-4,577","7,816,636"
2026-03-15,6,+1,SIENNA SPIRO - Die On This Hill,95,1,(x3),"67,182","+6,795","452,159","+2,590","6,195,457"
2026-03-15,7,-1,Nadhif Basalamah - bergema sampai selamanya,377,3,(x48),"66,533","+2,478","479,087","+2,591","23,766,869"
2026-03-15,8,+5,Anuar & Ellina - Suasana Di Hari Raya,338,1,(x9),"56,529","+8,159","304,092","+22,025","8,126,507"
2026-03-15,9,-1,Jin - Don’t Say You Love Me,302,1,(x78),"55,673",-733,"405,771","+1,986","28,191,826"
2026-03-15,10,=,Sal Priadi - Ada titik-titik di ujung doa,30,10,,"52,596","+2,346","342,411","+5,341","1,057,106"
2026-03-15,11,+1,sombr - back to friends,354,2,(x1),"52,469","+3,153","373,712","+1,698","23,176,661"
2026-03-15,12,-3,PinkPantheress - Stateside + Zara Larsson (w/ Zara Larsson),43,7,,"52,171","+1,705","362,879","-3,557","1,479,454"
2026-03-15,13,-2,Taylor Swift - The Fate of Ophelia,162,1,(x26),"51,560","+1,457","359,656","-3,253","12,219,412"
2026-03-15,14,+1,Olivia Dean - So Easy (To Fall In Love),148,10,,"50,138","+4,026","349,457","-2,014","6,653,868"
2026-03-15,15,+2,Uji Rashid - Seloka Hari Raya (w/ Hail Amir),265,2,(x3),"50,020","+7,171","262,381","+19,570","5,124,010"
2026-03-15,16,-2,Billie Eilish - WILDFLOWER,666,4,,"48,982","+2,197","342,757",-256,"37,998,428"
2026-03-15,17,-1,Naykilla - SO ASU,115,7,,"47,444","+1,707","347,707","-1,775","4,702,819"
2026-03-15,18,+3,Unknown Artist - Sesuci Lebaran,249,4,,"45,578","+5,129","251,275","+16,705","5,236,737"
2026-03-15,19,-1,Sufian Suhaimi - Kasih Lebaran,44,18,,"44,684","+2,480","290,273","+10,929","1,227,894"
2026-03-15,20,-1,Dave - Raindance (w/ Tems),62,17,,"43,085",+926,"294,876",-42,"1,977,349"
2026-03-15,21,+8,Rahimah Rahim - Selamat Berhari Raya,251,3,(x1),"42,261","+6,404","225,960","+17,243","4,951,410"
2026-03-15,22,+1,Djo - End of Beginning,676,2,(x15),"41,742","+4,251","298,711","+1,309","28,573,472"
2026-03-15,23,+11,M. Nasir - Satu Hari Di Hari Raya,246,3,(x1),"41,613","+6,552","222,717","+16,770","4,838,364"
2026-03-15,24,+8,Mimifly - Serumpun,65,1,(x5),"41,146","+5,868","229,046","+16,116","3,536,257"
2026-03-15,25,+13,Saloma - Selamat Hari Raya,256,4,,"40,843","+6,501","218,617","+16,190","4,613,617"
2026-03-15,26,-4,Lady Gaga - Die With A Smile (w/ Bruno Mars),575,1,(x91),"40,528","+2,137","265,628","+2,505","51,997,566"
2026-03-15,27,+1,Hyper Act - Hanya Aku,854,8,,"40,404","+4,440","290,735","-3,515","26,746,107"
