2026-04-19,1,+1,Jin - Don’t Say You Love Me,337,1,(x315),"84,462","+12,891","522,902","+3,899","47,932,455"
2026-04-19,2,-1,Justin Bieber - Beauty And A Beat (w/ Nicki Minaj),574,1,(x1),"74,371","+2,337","342,577","+63,151","5,217,315"
2026-04-19,3,NEW,Olivia Rodrigo - drop dead,1,3,(x1),"64,629",,"64,629","+64,629","64,629"
2026-04-19,4,-1,Jimin - Who,638,1,(x138),"54,898","+2,372","380,546","-23,138","52,760,174"
2026-04-19,5,-1,BTS - SWIM,29,1,(x10),"47,850","-2,767","346,834","-7,956","1,951,715"
2026-04-19,6,-1,Bruno Mars - Risk It All,50,2,(x18),"47,024","-1,056","333,020","-2,383","2,680,907"
2026-04-19,7,-1,Justin Bieber - DAISIES,281,6,,"39,688",+532,"203,004","+28,169","5,956,825"
2026-04-19,8,-1,Sean Kingston - Eenie Meenie (w/ Justin Bieber),202,6,,"34,620",-836,"195,656","+21,675","2,077,690"
2026-04-19,9,+35,Jung Kook - Seven (w/ Latto),1009,1,(x177),"34,187","+15,464","196,190",+158,"39,401,490"
2026-04-19,10,-2,Justin Bieber - Baby (w/ Ludacris),15,8,,"33,823",+312,"163,819","+33,823","228,413"
2026-04-19,11,+1,PinkPantheress - Stateside + Zara Larsson (w/ Zara Larsson),105,2,(x4),"32,765","+1,038","222,278",-713,"3,102,107"
2026-04-19,12,-2,张紫宁 / 李鑫一 - 一念 (影视剧《逐玉》插曲),5,8,,"32,558",-60,"165,613","+32,558","165,613"
2026-04-19,13,-2,Tame Impala - Dracula - JENNIE Remix (w/ JENNIE),71,9,,"31,037","-1,036","209,657",-820,"1,492,851"
2026-04-19,14,-5,BTS - Body to Body,29,2,(x5),"30,377","-2,542","228,237","-6,527","1,329,505"
2026-04-19,15,+2,Justin Bieber - Sorry,724,1,(x38),"29,565",+785,"147,652","+29,565","8,499,715"
2026-04-19,16,-1,Justin Bieber - Love Yourself,1683,1,(x90),"29,001",-753,"149,694","+29,001","15,980,170"
2026-04-19,17,-3,KATSEYE - PINKY UP,8,7,,"28,732","-1,365","207,644","-1,770","238,146"
2026-04-19,18,-5,BTS - 2.0,29,6,,"28,218","-2,494","211,677","-5,151","983,882"
2026-04-19,19,+2,sombr - back to friends,406,4,,"27,648",+115,"182,746","+1,190","13,709,763"
2026-04-19,20,-1,Dominic Fike - Babydoll,63,8,,"27,017","-1,365","196,662","-1,860","1,334,482"
2026-04-19,21,-1,Justin Bieber - Confident - Single Version (w/ Chance the Rapper),35,20,,"26,911",-640,"147,302","+26,911","364,652"
2026-04-19,22,+4,Justin Bieber - That Should Be Me,5,22,,"26,704","+2,662","111,453","+26,704","111,453"
2026-04-19,23,-5,BTS - Hooligan,29,3,(x1),"26,402","-2,259","196,855","-4,077","1,014,717"
2026-04-19,24,-2,Justin Bieber - Ghost,1687,1,(x103),"25,064","-2,183","158,258","+13,907","32,612,955"
2026-04-19,25,-1,LBI利比 - 跳楼机,439,1,(x79),"24,972",+306,"163,156","+1,703","21,525,868"
2026-04-19,26,-10,The Kid LAROI - Stay (w/ Justin Bieber),1563,1,(x111),"24,621","-4,405","152,889","+15,158","32,901,668"
2026-04-19,27,+1,Taylor Swift - The Fate of Ophelia,197,1,(x1),"23,996",+120,"165,446","-1,013","9,168,672"
2026-04-19,28,-3,Olivia Dean - So Easy (To Fall In Love),199,3,(x3),"23,993",-245,"175,112","-3,633","5,581,288"
2026-04-19,29,-6,BTS - NORMAL,29,4,,"23,054","-2,306","172,798","-4,634","996,005"
2026-04-19,30,-1,Daniel Caesar - Who Knows,176,10,,"22,689","-1,055","171,917",+323,"3,665,362"
2026-04-19,31,-4,BTS - they don’t know ’bout us,29,11,,"22,332","-1,683","163,820","-2,075","827,586"
2026-04-19,32,+10,Katy Perry - The One That Got Away,71,29,,"22,055","+3,048","134,081","+3,803","788,145"
2026-04-19,33,+1,Djo - End of Beginning,726,3,(x11),"21,658",+35,"151,619","-1,341","15,190,125"
2026-04-19,34,-3,JJ Lin - 我對緣分小心翼翼 (劇集《逐玉》主題曲),34,22,,"21,650","-1,023","153,652",-413,"580,009"
2026-04-19,35,-3,Justin Bieber - Favorite Girl,5,32,,"21,571","-1,048","106,220","+21,571","106,220"
2026-04-19,36,+1,Malcolm Todd - Earrings,65,19,,"21,380",-94,"148,536","+1,314","763,967"
2026-04-19,37,-2,"HUNTR/X - Golden (w/ Ejae, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast)",301,1,(x3),"21,358",-214,"157,981","-2,441","18,649,434"
2026-04-19,38,-5,Dave - Raindance (w/ Tems),119,11,,"21,343",-719,"155,324","-3,358","2,296,142"
2026-04-19,39,-9,BTS - FYA,29,4,,"21,336","-2,159","159,407","-3,750","907,661"
2026-04-19,40,=,张远 - 看着我的眼睛说,321,6,,"20,164",+712,"136,316",-348,"8,481,122"
2026-04-19,41,-2,Justin Bieber - What Do You Mean?,555,1,(x55),"19,972",-341,"101,602","+19,972","6,476,846"
2026-04-19,42,-6,BTS - Like Animals,29,8,,"19,564","-1,969","146,213","-3,516","840,701"
2026-04-19,43,+2,Lady Gaga - Die With A Smile (w/ Bruno Mars),610,1,(x18),"19,471",+827,"131,370",-925,"29,835,996"
2026-04-19,44,-6,BTS - Aliens,29,5,,"19,396","-2,030","146,410","-3,894","834,846"
2026-04-19,45,+2,Ravyn Lenae - Love Me Not,391,15,,"18,452",+11,"129,223","-1,336","6,843,558"
