2026-03-16,1,+1,HIEUTHUHAI - Người Im Lặng Gặp Người Hay Nói,5,1,(x1),"238,361","-25,537","941,301","+238,361","941,301"
2026-03-16,2,-1,Jung Kook - Seven (w/ Latto),974,1,(x699),"234,506","-34,862","1,791,029","-29,731","313,757,278"
2026-03-16,3,=,Hngle - Không Buông (w/ Ari),193,2,(x40),"159,007","+9,469","1,112,517","-5,280","23,522,793"
2026-03-16,4,=,Low G - In Love (w/ JustaTee),143,2,(x19),"120,657","-12,731","924,943","-3,028","16,871,844"
2026-03-16,5,=,HIEUTHUHAI - Exit Sign (w/ marzuz),738,3,(x1),"108,324","-22,537","845,492","+5,768","67,014,557"
2026-03-16,6,+1,Phùng Khánh Linh - Cảm Ơn Người Đã Thức Cùng Tôi - Original Soundtrack,23,3,(x4),"107,799","+1,253","798,437","-17,538","1,990,239"
2026-03-16,7,-1,VSTRA - Ai Ngoài Anh (w/ Tyronee),74,2,(x24),"104,093","-4,987","830,539","-16,369","9,253,050"
2026-03-16,8,+5,HIEUTHUHAI - Không Thể Say,1060,7,,"82,940","+5,448","524,001","+18,614","65,869,869"
2026-03-16,9,=,Juky San - Người Đầu Tiên (w/ buitruonglinh),132,2,(x28),"80,003","-6,805","660,980","-10,493","15,189,206"
2026-03-16,10,-2,Puppy - Wrong Times (w/ Dangrangto),847,3,(x16),"78,847","-8,012","559,180","+2,580","59,381,920"
2026-03-16,11,+6,Jung Kook - 3D (w/ Jack Harlow),883,2,(x135),"76,943","+5,374","456,460","+2,595","88,917,923"
2026-03-16,12,-2,Dương Domic - Không Thời Gian,173,2,(x3),"76,736","-8,537","610,657","-3,556","16,563,507"
2026-03-16,13,-1,"MIN - chẳng phải tình đầu sao đau đến thế (w/ Dangrangto, antransax)",142,2,(x23),"76,099","-6,679","595,251","-11,973","15,309,070"
2026-03-16,14,-3,Vũ. - Bình Yên (w/ Binz),562,3,(x5),"75,906","-8,666","530,784","+1,155","49,092,970"
2026-03-16,15,-1,"Shartnuss - Nắng có mang em về (w/ Tr.D, Phankeo)",758,4,,"75,297","-1,987","498,929","+3,945","36,415,439"
2026-03-16,16,=,MAYDAYs - Hẹn Lần Sau,85,10,,"74,508","+1,789","517,573","+10,788","4,853,646"
2026-03-16,17,-2,VCT - Vet Mua,673,15,,"73,809","-2,247","400,137","+31,154","19,832,062"
2026-03-16,18,+1,VCT - Mo,1264,4,,"68,109",+564,"478,150","+8,012","46,554,893"
2026-03-16,19,-1,marzuz - Và Thế Giới Đã Mất Đi Một Người Cô Đơn (w/ Changg),119,7,,"65,693","-3,507","498,720","+1,901","8,481,271"
2026-03-16,20,+13,SOOBIN - giá như,702,9,,"62,450","+8,001","382,807","+8,133","34,525,770"
2026-03-16,21,+1,SOOBIN - Nếu Ngày Ấy,442,14,,"61,544","-1,027","435,174",-225,"17,702,972"
2026-03-16,22,+8,SOOBIN - DANCING IN THE DARK,366,3,(x8),"59,220","+2,861","397,613","+3,382","29,085,144"
2026-03-16,23,+6,"14 Casper - một đời (w/ Bon Nghiêm, buitruonglinh)",712,9,,"59,192","+2,795","409,988","+6,475","39,388,551"
2026-03-16,24,-3,Bảo Anh - Từng Là Của Nhau (w/ Táo),186,9,,"57,199","-7,645","367,314","+30,731","2,903,473"
2026-03-16,25,-2,Jung Kook - Standing Next to You,861,1,(x78),"56,330","-6,078","406,418","-3,625","104,054,998"
2026-03-16,26,+6,Emcee L (Da LAB) - Chuyện Đôi Ta (w/ Muộii (Starry Night)),1563,2,(x7),"55,942",+878,"446,545","+1,450","76,442,422"
2026-03-16,27,+11,Hngle - Buông,25,11,,"55,799","+3,806","461,632","-12,918","1,409,140"
2026-03-16,28,+13,Sơn Tùng M-TP - Âm Thầm Bên Em,1970,4,,"55,679","+4,232","455,931","-8,582","54,349,748"
2026-03-16,29,+11,Dương Domic - Mất Kết Nối,477,1,(x2),"55,391","+3,870","408,085","+6,835","50,215,235"
2026-03-16,30,-5,布鲁昔 - 漫步香港1999,33,10,,"55,354","-4,307","429,841","-8,794","1,697,698"
2026-03-16,31,-5,RIO - vạn vật như muốn ta bên nhau,337,4,,"55,075","-4,467","391,361","-3,544","23,136,059"
2026-03-16,32,-4,"VCT - NGƯỜI NHƯ ANH XỨNG ĐÁNG CÔ ĐƠN - KHÔNG ĐAU NỮA RỒI (w/ Negav, Jey B, Ngô Kiến Huy)",14,28,,"55,038","-1,402","364,001","+11,077","568,354"
2026-03-16,33,+2,JustaTee - 2AM (w/ BigDaddy),1400,14,,"54,399",+170,"373,897","+5,060","41,156,650"
2026-03-16,34,+19,Lil Zpoet - Tình Mình Lạ Kì,46,34,,"54,316","+7,023","324,442","+5,593","1,721,257"
2026-03-16,35,-8,MAYDAYs - Phép Màu (w/ Minh Tốc & Lam),383,2,(x12),"53,886","-5,272","447,078","-1,694","31,153,647"
2026-03-16,36,-16,"Công Dương - A Little Dream Of Me (w/ Nguyễn Lâm Thảo Tâm, 30 Pictures)",11,14,,"53,852","-11,775","391,270","+15,908","523,097"
2026-03-16,37,-13,Phùng Khánh Linh - Hôm Nay Tôi Buồn,1002,9,,"53,614","-7,233","433,891","-5,495","5,667,046"
2026-03-16,38,+10,Shiki - Có Đôi Điều,438,9,,"53,305","+4,532","377,235","+12,047","27,278,512"
2026-03-16,39,-5,Fishy - vết thương,300,10,,"52,498","-1,755","376,155","+2,024","16,520,267"
2026-03-16,40,-4,buitruonglinh - Từng Ngày Yêu Em,433,8,,"50,862","-3,019","395,695","-4,696","29,024,219"
2026-03-16,41,+1,JustaTee - She Neva Knows,45,26,,"49,914","-1,217","372,137","+13,273","1,441,373"
2026-03-16,42,+23,Lyly - 24H (w/ Magazine),210,36,,"48,928","+9,178","300,692","-2,447","6,445,601"
2026-03-16,43,+1,"ANH TRAI ""SAY HI"" - CHỜ ANH VỀ (w/ B Ray, AMEE)",96,2,(x5),"48,562","-1,470","380,037","-10,277","6,970,970"
2026-03-16,44,-13,Obito - Dạo Này,80,5,,"47,912","-7,598","393,172","-9,582","5,680,862"
2026-03-16,45,+4,"Anh Bằng - Anh Tên Là (w/ 24k.Right, Nhism, Ann Nguyễn)",26,14,,"47,107","-1,575","403,746","-23,492","1,288,561"
2026-03-16,46,+4,Shiki - 1000 Ánh Mắt (w/ Obito),624,8,,"46,833",-896,"313,008","+7,793","29,534,429"
2026-03-16,47,+11,"Quang Hùng MasterD - Chất Gây Hại (w/ Low G, Hino)",83,13,,"46,825","+2,449","321,894","-4,445","4,440,061"
2026-03-16,48,-3,Madihu - Có Em (w/ Low G),1408,2,(x1),"46,823","-3,190","369,712","-5,956","49,666,672"
2026-03-16,49,-10,"MANBO - Hẹn Gặp Em Dưới Ánh Trăng (w/ HIEUTHUHAI, HURRYKNG)",750,15,,"46,610","-5,099","307,257","+8,967","34,213,828"
2026-03-16,50,+11,HIEUTHUHAI - NOLOVENOLIFE,877,22,,"46,229","+3,398","270,197","+22,100","36,895,220"
