2025-07-03,1,+2,BLVCKHEART - อยากจะกอดเธอนาน ๆ (HAVE A GOOD TIME),21,1,(x1),"284,892","+70,635","1,550,903","+72,420","3,112,844"
2025-07-03,2,-1,Jimin - Who,348,1,(x101),"265,704","+3,850","1,870,567","+23,653","150,572,498"
2025-07-03,3,-1,YOUNGOHM - นครดารา - Nakorn Dara,142,1,(x2),"217,061","-13,167","1,593,366","-12,427","25,423,758"
2025-07-03,4,+33,aespa - Dirty Work,5,1,(x3),"209,707","+127,310","2,161,823","+209,707","2,161,823"
2025-07-03,5,-1,YOUNGOHM - เจิดจรัส,47,4,,"207,446","-5,695","1,476,263","-3,563","7,108,192"
2025-07-03,6,+3,Jin - Don’t Say You Love Me,47,1,(x17),"176,633","+36,391","1,225,536","-1,317","13,635,662"
2025-07-03,7,-2,TEN - STUNNER,100,1,(x25),"167,621","-42,050","1,251,142","-17,701","22,405,223"
2025-07-03,8,-2,BLVCKHEART - One Of My Life (w/ K6Y),152,6,,"165,424","-5,024","1,196,640","-14,972","11,341,743"
2025-07-03,9,+8,2Ectasy - Faded - Special Version (w/ Z9),80,5,,"164,417","+46,912","903,606","+33,307","9,156,330"
2025-07-03,10,-3,BOWKYLION - ที่คั่นหนังสือ (Sometimes) (w/ NONT TANONT),68,6,,"154,066","-3,797","1,063,338","-2,683","8,672,977"
2025-07-03,11,-3,j-hope - Killin' It Girl (w/ GloRilla),19,1,(x7),"145,038","-5,338","1,258,933","-99,361","5,273,310"
2025-07-03,12,=,YOUNGOHM - เรื่องราวความรักในตำนาน (w/ GAVIN:D),632,7,,"143,596","+7,973","937,323","+30,859","27,788,314"
2025-07-03,13,-2,Z9 - บทสรุปสุดท้าย,103,2,(x5),"130,037","-5,959","911,424","-9,885","14,814,631"
2025-07-03,14,+1,V - Winter Ahead (w/ Park Hyo Shin),215,1,(x22),"129,004","+6,720","811,455","+12,682","48,456,596"
2025-07-03,15,-1,"Saran - รออยู่อย่างนั้น (w/ Z9, SIMON)",153,10,,"121,608","-1,538","822,255","+8,625","12,617,428"
2025-07-03,16,=,LITTLE JOHN - ที่ผ่านมาขอบใจจริงๆ,96,11,,"119,345","-2,515","867,218","+1,230","6,833,633"
2025-07-03,17,+6,Tilly Birds - ล้มแชมป์ (Only You Can) (w/ Polycat),151,7,,"114,980","+9,202","728,649","-2,879","17,018,330"
2025-07-03,18,+4,Only Monday - ทุกความทรงจำ,631,16,,"113,726","+7,454","773,668","+5,699","23,333,529"
2025-07-03,19,=,"LISA - Born Again (w/ Doja Cat, RAYE)",145,1,(x31),"112,145","-2,869","802,643","-9,993","38,155,654"
2025-07-03,20,-2,Only Monday - ทิ้งไป,209,5,,"111,027","-4,575","809,563","+1,837","19,021,747"
2025-07-03,21,-1,D Gerrard - รักรักรักรักรักรักรัก (Talk Less),52,10,,"109,014","-5,366","731,850","-11,624","4,858,246"
