2026-03-04,1,=,Jung Kook - Seven (w/ Latto),963,1,(x689),"336,561",-881,"2,129,978","+1,261","310,845,402"
2026-03-04,2,=,Hngle - Không Buông (w/ Ari),182,2,(x33),"159,127","-17,397","1,078,380","+34,144","21,762,611"
2026-03-04,3,=,Low G - In Love (w/ JustaTee),132,2,(x19),"134,222","-12,035","911,567","+32,159","15,455,472"
2026-03-04,4,+1,Phùng Khánh Linh - Cảm Ơn Người Đã Thức Cùng Tôi - Original Soundtrack,12,4,,"130,022","+11,325","564,806","+91,897","697,414"
2026-03-04,5,-1,VSTRA - Ai Ngoài Anh (w/ Tyronee),63,2,(x24),"127,154","-12,641","833,579","+32,073","7,962,244"
2026-03-04,6,+1,HIEUTHUHAI - Exit Sign (w/ marzuz),727,3,(x1),"115,959","+8,188","720,508","+31,506","65,752,893"
2026-03-04,7,+4,Vũ. - Bình Yên (w/ Binz),551,3,(x5),"88,004","+10,058","516,486","+20,520","48,249,418"
2026-03-04,8,=,"MIN - chẳng phải tình đầu sao đau đến thế (w/ Dangrangto, antransax)",131,2,(x23),"84,739","-1,905","612,159","+16,739","14,370,934"
2026-03-04,9,+1,"Shartnuss - Nắng có mang em về (w/ Tr.D, Phankeo)",747,4,,"83,545","+3,359","498,088","+20,718","35,617,618"
2026-03-04,10,+7,Sơn Tùng M-TP - Âm Thầm Bên Em,1959,4,,"82,944","+10,132","465,549","+28,566","53,624,495"
2026-03-04,11,-5,Juky San - Người Đầu Tiên (w/ buitruonglinh),121,2,(x28),"80,454","-33,879","678,097","-7,374","14,142,915"
2026-03-04,12,+2,Dương Domic - Không Thời Gian,162,2,(x3),"78,219","+3,643","571,268","+3,734","15,650,014"
2026-03-04,13,+8,Hngle - Buông,14,13,,"77,016","+5,594","425,513","+22,710","682,241"
2026-03-04,14,+2,布鲁昔 - 漫步香港1999,22,14,,"73,357","-1,036","450,876","+22,305","991,490"
2026-03-04,15,=,Jung Kook - Standing Next to You,850,1,(x78),"71,946","-2,486","473,461","-2,385","103,396,572"
2026-03-04,16,+3,Vũ Cát Tường - Mo,1253,4,,"71,218",-777,"453,927","+15,041","45,812,206"
2026-03-04,17,+3,BLACKPINK - GO,4,5,,"68,508","-3,468","347,524","+68,508","347,524"
2026-03-04,18,+8,HIEUTHUHAI - Không Thể Say,1049,7,,"68,312","+3,978","447,363","+6,250","65,088,155"
2026-03-04,19,+5,Madihu - Có Em (w/ Low G),1397,2,(x1),"66,863",-732,"437,670","+23,380","49,079,344"
2026-03-04,20,-11,marzuz - Và Thế Giới Đã Mất Đi Một Người Cô Đơn (w/ Changg),108,7,,"66,509","-18,633","455,070","+3,447","7,716,137"
2026-03-04,21,-8,Puppy - Wrong Times (w/ Dangrangto),836,3,(x16),"66,435","-9,409","464,914","+4,445","58,554,675"
2026-03-04,22,+37,"AMEE - ex's hate me, Pt.2",605,22,,"65,888","+18,192","286,449","+34,041","17,671,578"
2026-03-04,23,+16,JustaTee - 2AM (w/ BigDaddy),1389,14,,"64,959","+9,260","353,591","+23,596","40,576,811"
2026-03-04,24,+9,Phùng Khánh Linh - Hôm Nay Tôi Buồn,991,9,,"64,306","+6,219","360,292","+26,245","5,011,132"
2026-03-04,25,-7,MAYDAYs - Hẹn Lần Sau,74,10,,"63,772","-8,910","429,368","+16,757","4,081,634"
2026-03-04,26,-14,MAYDAYs - Phép Màu (w/ Minh Tốc & Lam),372,2,(x12),"62,980","-14,245","430,015","+8,341","30,477,268"
2026-03-04,27,-2,buitruonglinh - Từng Ngày Yêu Em,422,8,,"62,548","-3,855","409,596","+2,685","28,411,190"
2026-03-04,28,+2,SOOBIN - Nếu Ngày Ấy,431,14,,"61,519","+2,277","420,379","+6,521","17,024,241"
2026-03-04,29,-6,"Anh Bằng - Anh Tên Là (w/ 24k.Right, Nhism, Ann Nguyễn)",15,21,,"61,021","-8,015","402,591","+20,804","625,649"
2026-03-04,30,-8,Emcee L (Da LAB) - Chuyện Đôi Ta (w/ Muộii (Starry Night)),1552,2,(x7),"60,195","-10,149","404,649","+8,343","75,766,801"
2026-03-04,31,+7,Dương Domic - Mất Kết Nối,466,1,(x2),"57,957","+1,905","374,649","+1,919","49,597,953"
2026-03-04,32,+23,VƯƠNG BÌNH - Thanh Tân,12,28,,"55,989","+7,140","356,001","+18,643","498,270"
2026-03-04,33,+19,Vũ. - Không Yêu Em Thì Yêu Ai? (w/ Low G),522,14,,"55,793","+4,670","358,350","+8,447","27,446,360"
2026-03-04,34,+22,Sơn Tùng M-TP - Nơi Này Có Anh,2240,7,,"55,526","+6,961","308,012","+14,841","38,256,199"
2026-03-04,35,-3,SOOBIN - DANCING IN THE DARK,355,3,(x8),"55,078","-3,106","401,702","-3,782","28,453,427"
2026-03-04,36,+9,Lyly - 24H (w/ Magazine),199,36,,"54,816",+792,"316,438","+23,855","5,958,878"
2026-03-04,37,-2,Da LAB - Thức Giấc,1693,1,(x16),"54,720","-2,888","308,518","+17,259","49,164,569"
2026-03-04,38,-7,Obito - Dạo Này,69,5,,"53,827","-5,236","375,329","+8,331","5,068,032"
2026-03-04,39,-2,SOOBIN - giá như,691,9,,"52,482","-4,222","366,579","+1,958","33,924,563"
2026-03-04,40,-13,"ANH TRAI ""SAY HI"" - CHỜ ANH VỀ (w/ B Ray, AMEE)",85,2,(x5),"51,703","-10,365","381,348","+7,081","6,382,437"
2026-03-04,41,+8,JustaTee - Đã Lỡ Yêu Em Nhiều,1066,35,,"50,824","-1,699","299,928","+14,741","20,387,043"
2026-03-04,42,+1,JustaTee - Thằng Điên (w/ Phương Ly),1243,18,,"50,567","-4,111","326,030","+12,917","39,877,173"
2026-03-04,43,-9,"Quang Hùng MasterD - Chất Gây Hại (w/ Low G, Hino)",72,13,,"50,476","-7,135","339,176","+9,075","3,923,372"
2026-03-04,44,-15,Vũ Cát Tường - Vet Mua,662,21,,"50,340","-10,052","360,210","+16,718","19,223,172"
2026-03-04,45,+2,BLACKPINK - Champion,4,8,,"49,603","-3,038","252,921","+49,603","252,921"
2026-03-04,46,+8,Ronboogz - Nói Dối,848,3,(x3),"48,810","-1,274","313,666","+8,075","34,603,076"
2026-03-04,47,-7,Fishy - vết thương,289,10,,"48,219","-7,262","343,322","+2,638","15,932,190"
