2025-06-23,1,=,Jimin - Who,338,1,(x334),"171,226","+26,729","794,160","+66,697","63,686,420"
2025-06-23,2,=,Jin - Don’t Say You Love Me,37,1,(x4),"82,921","-3,464","594,031","+8,390","2,839,485"
2025-06-23,3,=,Jung Kook - Seven (w/ Latto),709,1,(x114),"53,392",+444,"376,349","+4,706","51,209,199"
2025-06-23,4,+1,Jimin - Rebirth (Intro),338,4,,"43,535","+5,631","197,055","+16,155","9,575,762"
2025-06-23,5,-1,ILLIT - Billyeoon Goyangi (Do the Dance),6,4,,"41,452",-508,"206,033","+41,452","206,033"
2025-06-23,6,=,Jimin - Be Mine,338,2,(x64),"37,507","+3,531","223,668","+7,489","17,553,374"
2025-06-23,7,=,Jimin - Like Crazy,820,1,(x268),"37,148","+6,128","162,996","+14,251","48,201,364"
2025-06-23,8,+6,Hearts2Hearts - STYLE,4,8,,"29,964","+5,960","82,100","+29,964","82,100"
2025-06-23,9,-1,V - Winter Ahead (w/ Park Hyo Shin),205,2,(x1),"29,080",-588,"207,489",-438,"7,868,960"
2025-06-23,10,+1,Jimin - Smeraldo Garden Marching Band (w/ Loco),359,2,(x21),"28,165","+3,128","157,218","+6,876","13,036,387"
2025-06-23,11,+4,Jimin - Closer Than This,548,2,(x6),"27,576","+4,371","150,356","+7,173","19,055,141"
2025-06-23,12,-3,Jung Kook - 3D (w/ Jack Harlow),632,2,(x31),"25,916",-863,"186,829",+646,"23,319,708"
2025-06-23,13,+5,Jimin - Slow Dance (w/ Sofia Carson),338,5,,"25,236","+3,216","138,309","+6,594","9,423,785"
2025-06-23,14,-1,WOODZ - Drowning,263,7,,"24,803",+469,"177,327",+30,"5,075,979"
2025-06-23,15,+10,Jimin - Interlude : Showtime,338,8,,"24,630","+3,687","128,956","+6,654","7,528,635"
2025-06-23,16,-6,j-hope - Killin' It Girl (w/ GloRilla),9,5,,"24,033","-2,535","196,505","+3,426","236,389"
2025-06-23,17,+2,Jin - Loser (w/ YENA),37,13,,"22,582",+671,"153,416","+3,413","804,942"
2025-06-23,18,+4,Jin - Running Wild,219,2,(x7),"22,072",+697,"146,823","+6,246","7,538,353"
2025-06-23,19,-3,MAKTUB - 시작의 아이 ハジマリのコ (Starting With You),29,10,,"22,002",-381,"157,069","+1,644","474,458"
2025-06-23,20,-8,Jin - Nothing Without Your Love,37,9,,"21,978","-2,382","163,011","+1,295","855,450"
2025-06-23,21,+8,aespa - Whiplash,244,3,(x21),"21,724","+2,217","155,973","-2,383","9,271,439"
2025-06-23,22,-2,Lim Young Woong - Heavenly Ever After,69,9,,"21,461",-245,"152,218",+55,"1,650,788"
2025-06-23,23,-6,Jung Kook - Standing Next to You,596,3,(x2),"21,215",-936,"156,050",-426,"19,400,959"
2025-06-23,24,+4,데이먼스 이어 Damons year - yours,968,6,,"20,504",+852,"143,017","+1,839","6,490,458"
2025-06-23,25,-2,Jin - With the Clouds,37,16,,"20,272",-745,"147,073","+1,639","778,530"
2025-06-23,26,+7,Hearts2Hearts - The Chase,118,6,,"20,072","+1,914","134,399","+1,759","2,970,397"
2025-06-23,27,+10,10CM - To Reach You,80,8,,"19,331","+1,530","146,003","-2,355","1,511,569"
2025-06-23,28,-4,Jin - Rope It,37,17,,"19,288","-1,684","143,994",+948,"768,868"
2025-06-23,29,-8,PLAVE - かくれんぼ (Hide and Seek),6,6,,"19,168","-2,285","143,764","+19,168","143,764"
2025-06-23,30,+20,d4vd - Here With Me,883,30,,"18,749","+3,198","116,944","+1,591","6,820,681"
2025-06-23,31,+1,Lim Young Woong - Grain of Sand,748,7,,"18,657",+42,"131,020",+333,"15,513,348"
2025-06-23,32,-6,"Jin - To Me, Today",37,24,,"18,541","-2,348","132,701","+1,734","711,847"
2025-06-23,33,-6,Jin - Background,37,20,,"18,460","-2,269","136,693",+597,"745,606"
2025-06-23,34,+13,Martin Smith - Paint On Spring - Remastering,83,34,,"18,156","+2,430","116,919","+2,075","1,091,726"
2025-06-23,35,+7,Lady Gaga - Die With A Smile (w/ Bruno Mars),310,5,,"18,122",+899,"123,718",-391,"7,648,647"
2025-06-23,36,+8,MEOVV - HANDS UP,55,3,(x2),"18,116","+1,911","130,919","-1,544","1,358,398"
2025-06-23,37,-6,PLAVE - Dash,139,15,,"18,108",-660,"141,963","+4,164","2,542,664"
2025-06-23,38,-4,Lim Young Woong - Home,412,12,,"17,853",-220,"126,588",+19,"7,625,550"
2025-06-23,39,+20,yung kai - blue,182,21,,"17,719","+3,338","112,028",+954,"2,961,421"
2025-06-23,40,-4,Lim Young Woong - Warmth,412,11,,"17,711",-240,"125,626",+38,"7,674,958"
2025-06-23,41,-1,Kendrick Lamar - luther,211,3,(x13),"17,422",+124,"125,894","-1,691","6,483,982"
2025-06-23,42,+3,ILLIT - Magnetic,454,1,(x11),"17,370","+1,458","114,827",-795,"12,260,184"
2025-06-23,43,-4,Lim Young Woong - London Boy,949,5,,"17,324",-221,"122,294",+37,"16,954,534"
2025-06-23,44,+5,LE SSERAFIM - HOT,100,2,(x6),"17,162","+1,600","122,685","-1,273","3,177,426"
2025-06-23,45,-4,Lim Young Woong - Do or Die,622,6,,"17,155",-141,"120,837",+166,"13,620,353"
2025-06-23,46,-16,j-hope - Killin' It Girl (Solo Version),9,18,,"16,817","-2,436","140,453",-663,"173,275"
2025-06-23,47,+14,"Car, the garden - Closely Far Away",287,30,,"16,526","+2,190","108,596",-173,"3,470,655"
2025-06-23,48,+7,QWER - Dear,13,30,,"16,364","+1,659","107,432","+1,167","207,816"
2025-06-23,49,+18,"BOYNEXTDOOR - IF I SAY, I LOVE YOU",167,5,,"15,947","+2,672","111,801","-1,776","4,424,527"
2025-06-23,50,+3,Nicky Youre - Sunroof (w/ hey daisy),665,30,,"15,910",+969,"89,610","+7,090","3,244,827"
