2026-02-14,1,=,KiiiKiii - 404 (New Era),18,1,(x4),"98,738","+2,137","566,480","+27,280","1,120,117"
2026-02-14,2,=,Jimin - Who,574,1,(x532),"79,341","+8,830","539,771","+17,205","92,982,312"
2026-02-14,3,=,HANRORO - Landing in Love,213,1,(x1),"64,642","+1,880","437,066","+3,513","7,251,585"
2026-02-14,4,+1,IVE - BANG BANG,3,4,,"60,657","+4,766","162,740","+60,657","162,740"
2026-02-14,5,-1,HANRORO - 0+0,148,3,(x36),"57,385",-155,"392,898",-618,"5,229,880"
2026-02-14,6,=,"Car, the garden - My whole world",41,3,(x2),"44,984",+981,"312,903",+325,"1,759,673"
2026-02-14,7,=,Epik High - Love Love Love,93,5,,"42,793",+351,"289,859","-5,809","2,284,014"
2026-02-14,8,=,Jin - Don’t Say You Love Me,273,1,(x11),"42,413","+2,186","275,715","+4,958","16,615,003"
2026-02-14,9,=,Hearts2Hearts - FOCUS,116,6,,"40,330",+857,"262,437","+1,983","3,821,029"
2026-02-14,10,=,Kenshi Yonezu - IRIS OUT,151,1,(x19),"38,064",+864,"260,053",-536,"10,364,809"
2026-02-14,11,+1,HANRORO - Let Me Love My Youth,216,6,,"36,225",-512,"260,900","-3,653","4,073,493"
2026-02-14,12,-1,Jung Kook - Seven (w/ Latto),945,1,(x114),"35,826","-1,115","253,804",+73,"60,852,516"
2026-02-14,13,=,ILLIT - NOT CUTE ANYMORE,81,2,(x1),"33,920",-452,"235,909",+335,"3,403,390"
2026-02-14,14,+2,Hearts2Hearts - STYLE,240,8,,"30,966","+1,149","198,881","+1,750","6,457,820"
2026-02-14,15,+2,NMIXX - Blue Valentine,123,3,(x5),"30,953","+1,234","207,820","+2,136","4,849,605"
2026-02-14,16,-2,데이먼스 이어 Damons year - yours,1204,6,,"30,945",-777,"225,077",+437,"13,781,135"
2026-02-14,17,+4,LEE CHANHYUK - Endangered Love,203,17,,"27,161","+1,893","175,626","+2,363","4,140,747"
